full_tone_period_a	full_tone_period_b	full_tone_period_c	volumeA	volumeB	volumeC	mask_a	mask_b	mask_c	full_envelope_period	envelope_shape	noise_period
0	55	157	9	16	10	0|1|0	0|1|0	0|1|0	39	8	0
0	49	0	0	0	12	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	9	13	0|1|0	1|1|0	0|1|0	0	0	0
0	0	235	0	0	12	0|1|0	0|0|0	0|1|0	0	0	0
0	0	0	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	157	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
727	59	373	13	16	11	0|1|0	0|1|0	0|1|0	0	8	0
919	52	118	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	117	10	9	0	0|1|0	1|1|0	0|1|0	0	0	0
1367	0	118	9	0	10	0|0|0	0|0|0	0|0|0	0	0	0
558	0	116	13	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	115	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
171	29	57	15	16	15	0|1|0	0|1|0	0|1|0	35	12	0
875	26	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	0	12	9	0	0|1|0	1|1|0	0|1|0	0	0	0
1323	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
939	0	0	13	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	0	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
469	29	186	11	16	9	0|1|0	0|1|0	0|1|0	0	14	0
0	26	0	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	235	8	9	11	0|1|0	1|1|0	0|1|0	0	0	0
0	0	279	11	0	10	0|1|0	0|0|0	0|1|0	0	0	0
0	0	186	8	0	9	0|0|0	0|0|0	0|0|0	0	0	0
683	29	157	15	16	10	0|1|0	0|1|0	0|1|0	0	12	0
875	26	0	14	0	12	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	186	12	9	13	0|1|0	1|1|0	0|1|0	0	0	0
1323	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
939	18	235	15	16	12	0|1|0	0|1|0	0|1|0	0	0	0
0	16	0	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	157	0	9	10	0|1|0	1|1|0	0|1|0	0	0	0
59	0	314	11	0	11	0|1|0	0|0|0	0|1|0	0	0	0
117	0	59	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
235	0	58	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	59	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	57	11	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	56	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	29	57	15	16	15	0|0|0	0|1|0	0|1|0	39	12	6
0	26	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	5
256	0	0	10	9	0	0|0|0	1|1|0	0|1|0	0	0	4
619	0	0	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
235	0	0	7	0	0	0|0|0	0|0|0	0|1|0	0	0	0
0	0	0	6	0	0	1|0|0	0|0|0	0|1|0	0	0	0
0	0	0	5	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	4	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	29	209	15	16	9	0|1|0	0|1|0	0|1|0	0	14	0
0	26	0	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	249	0	9	11	1|1|0	1|1|0	0|1|0	0	0	0
0	0	313	15	0	10	0|1|0	0|0|0	0|1|0	0	0	0
0	0	209	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	29	157	9	16	10	0|1|0	0|1|0	0|1|0	0	12	0
0	26	0	0	0	12	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	9	13	0|1|0	1|1|0	0|1|0	0	0	0
0	18	235	0	16	12	0|1|0	0|1|0	0|1|0	0	0	0
0	16	0	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	157	0	9	10	0|1|0	1|1|0	0|1|0	0	0	0
683	0	314	13	0	11	0|1|0	0|0|0	0|1|0	0	0	0
875	0	59	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	58	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1323	0	59	9	0	10	0|0|0	0|0|0	0|0|0	0	0	0
469	0	57	13	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	56	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
761	29	57	15	16	15	0|1|0	0|1|0	0|1|0	22	8	0
953	26	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	0	12	9	0	0|1|0	1|1|0	0|1|0	0	0	0
1401	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1253	0	0	13	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	0	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
626	29	209	11	16	9	0|1|0	0|1|0	0|1|0	44	8	0
0	26	0	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	249	8	9	11	0|1|0	1|1|0	0|1|0	0	0	0
0	0	313	11	0	10	0|1|0	0|0|0	0|1|0	0	0	0
0	0	209	8	0	9	0|0|0	0|0|0	0|0|0	0	0	0
249	29	157	15	16	10	0|1|0	0|1|0	0|1|0	22	8	0
953	26	0	14	0	12	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	186	12	9	13	0|1|0	1|1|0	0|1|0	0	0	0
1401	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1253	18	235	15	16	12	0|1|0	0|1|0	0|1|0	0	0	0
0	16	0	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	157	0	9	10	0|1|0	1|1|0	0|1|0	0	0	0
78	0	314	11	0	11	0|1|0	0|0|0	0|1|0	0	0	0
157	0	59	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
313	0	58	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	59	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	57	11	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	56	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
116	29	57	15	16	15	0|0|0	0|1|0	0|1|0	23	8	6
0	26	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	5
512	0	0	10	9	0	0|0|0	1|1|0	0|1|0	0	0	4
244	0	0	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
884	0	0	7	0	0	0|0|0	0|0|0	0|1|0	0	0	0
0	0	0	6	0	0	1|0|0	0|0|0	0|1|0	0	0	0
0	0	0	5	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	4	0	0	0|0|0	0|0|0	0|0|0	0	0	0
256	29	249	15	16	9	0|1|0	0|1|0	0|1|0	47	8	0
0	26	0	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	296	0	9	11	1|1|0	1|1|0	0|1|0	0	0	0
0	0	116	15	0	10	0|1|0	0|0|0	0|1|0	0	0	0
0	0	249	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	29	0	9	16	10	0|1|0	0|1|0	0|1|0	23	8	0
0	26	0	0	0	12	0|0|0	0|0|0	0|0|0	0	0	0
0	0	296	0	9	13	0|1|0	1|1|0	0|1|0	0	0	0
0	18	116	0	16	12	0|1|0	0|1|0	0|1|0	0	0	0
0	16	0	0	0	11	0|0|0	0|0|0	0|0|0	0	0	0
0	0	249	0	9	10	0|1|0	1|1|0	0|1|0	0	0	0
820	0	314	13	0	11	0|1|0	0|0|0	0|1|0	0	0	0
244	0	59	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	58	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1460	0	59	9	0	10	0|0|0	0|0|0	0|0|0	0	0	0
745	0	57	13	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	56	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
780	664	221	15	16	12	0|1|0	0|1|0	0|1|0	42	8	0
204	0	0	14	0	14	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	279	12	9	15	0|0|0	0|0|0	0|0|0	0	0	0
1420	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
47	0	76	13	16	14	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	16	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	9	9	12	0|0|0	0|0|0	0|0|0	0	0	0
664	0	280	11	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	25	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	79	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	77	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	220	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	277	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	20	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
780	79	75	15	16	0	0|1|0	0|1|0	0|1|0	37	8	0
204	0	76	14	0	11	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	221	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1420	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
47	0	280	15	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	25	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	79	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	77	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
83	0	221	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
166	0	220	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
332	0	277	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	20	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	46	75	11	16	0	0|1|0	0|1|0	0|1|0	35	8	0
0	0	76	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	8	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	280	15	16	0	0|0|0	0|1|0	0|1|0	0	0	6
0	0	25	14	0	0	0|0|0	0|0|0	0|0|0	0	0	5
512	0	79	10	9	0	0|0|0	0|0|0	0|0|0	0	0	4
204	0	77	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
844	0	221	7	0	0	0|0|0	0|0|0	0|1|0	0	0	0
0	0	220	6	0	0	1|0|0	0|0|0	0|1|0	0	0	0
0	0	277	5	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	20	4	0	0	0|0|0	0|0|0	0|0|0	0	0	0
256	0	75	15	16	0	0|1|0	0|1|0	0|1|0	0	8	0
0	0	76	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	0	9	0	1|1|0	0|1|0	0|1|0	0	0	0
0	0	280	15	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	25	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	79	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	77	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	497	221	9	16	0	0|1|0	0|1|0	0|1|0	31	8	0
0	0	220	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	277	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	20	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	75	0	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	76	0	0	8	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
780	0	280	13	16	0	0|1|0	0|1|0	0|1|0	0	8	0
204	0	25	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	79	10	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1420	0	77	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
664	0	221	13	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	220	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	277	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	20	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
215	187	186	15	16	12	0|0|0	0|0|0	0|0|0	28	8	0
919	0	0	14	0	14	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	221	12	9	15	0|0|0	0|0|0	0|0|0	0	0	0
1367	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1116	241	279	13	16	14	0|0|0	0|0|0	0|0|0	31	8	0
0	0	0	0	16	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	9	9	12	0|0|0	0|0|0	0|0|0	0	0	0
558	187	222	11	16	0	0|0|0	0|0|0	0|0|0	28	8	0
0	0	223	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	8	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	219	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	218	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
215	116	278	15	16	0	0|1|0	0|1|0	0|1|0	23	8	0
919	0	23	14	0	11	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	186	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1367	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1116	0	222	15	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	223	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
70	0	186	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
140	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
279	0	219	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	218	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	76	278	11	16	0	0|1|0	0|1|0	0|1|0	21	8	0
0	0	23	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	8	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	222	15	16	0	0|0|0	0|1|0	0|1|0	0	0	6
0	0	223	14	0	0	0|0|0	0|0|0	0|0|0	0	0	5
512	0	282	10	9	0	0|0|0	0|0|0	0|0|0	0	0	4
151	0	24	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
791	0	186	7	0	0	0|0|0	0|0|0	0|1|0	0	0	0
0	0	185	6	0	0	1|0|0	0|0|0	0|1|0	0	0	0
0	0	219	5	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	218	4	0	0	0|0|0	0|0|0	0|0|0	0	0	0
256	0	278	15	16	0	0|1|0	0|1|0	0|1|0	0	8	0
0	0	23	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	9	0	1|1|0	0|1|0	0|1|0	0	0	0
0	0	222	15	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	223	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	40	186	9	16	0	0|1|0	0|1|0	0|1|0	37	8	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	219	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	218	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	278	0	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	23	0	0	8	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
727	0	222	13	16	0	0|1|0	0|1|0	0|1|0	0	8	0
919	0	223	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	282	10	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1367	0	24	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
558	0	186	13	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	219	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	218	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
145	23	140	15	16	12	0|1|0	0|1|0	0|1|0	35	8	0
849	0	0	14	0	14	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	166	12	9	15	0|0|0	0|0|0	0|0|0	0	0	0
1297	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
836	0	209	13	0	14	0|1|0	0|0|0	0|1|0	0	0	0
0	0	0	0	0	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	140	9	0	12	0|0|0	0|0|0	0|0|0	0	0	0
418	558	167	11	16	0	0|1|0	0|1|0	0|1|0	0	14	0
0	0	168	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	212	8	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	210	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	140	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	139	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	164	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	163	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
657	279	208	15	16	0	0|1|0	0|1|0	0|1|0	0	8	0
849	0	209	14	0	11	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	140	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1297	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
836	0	167	15	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	168	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	212	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	210	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
52	0	140	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
105	0	139	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
209	0	164	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	163	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	208	11	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	209	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	140	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	249	167	15	16	0	0|0|0	0|1|0	0|1|0	31	8	6
0	0	168	14	0	0	0|0|0	0|0|0	0|0|0	0	0	5
256	0	212	10	9	0	0|0|0	0|0|0	0|0|0	0	0	4
593	0	210	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
209	0	140	7	0	0	0|0|0	0|0|0	0|1|0	0	0	0
0	0	139	6	0	0	1|0|0	0|0|0	0|1|0	0	0	0
0	0	164	5	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	163	4	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	497	208	15	16	0	0|1|0	0|1|0	0|1|0	0	14	0
0	0	209	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	140	0	9	0	1|1|0	0|1|0	0|1|0	0	0	0
0	0	167	15	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	168	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	212	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	210	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	249	140	9	16	0	0|1|0	0|1|0	0|1|0	0	8	0
0	0	139	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	164	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	163	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	208	0	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	209	0	0	8	0|0|0	0|0|0	0|0|0	0	0	0
0	0	140	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
657	0	167	13	0	0	0|1|0	0|0|0	0|1|0	0	0	0
849	0	168	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	212	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1297	0	210	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
418	0	140	13	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	139	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	164	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	163	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
891	443	148	15	16	12	0|1|0	0|1|0	0|1|0	28	8	0
1083	0	0	14	0	14	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	176	12	9	15	0|0|0	0|0|0	0|0|0	0	0	0
251	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
886	0	221	13	0	14	0|1|0	0|0|0	0|1|0	0	0	0
0	0	0	0	0	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	148	9	0	12	0|0|0	0|0|0	0|0|0	0	0	0
443	886	177	11	16	0	0|1|0	0|1|0	0|1|0	0	14	0
0	0	178	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	224	8	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	222	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	148	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	147	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	174	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	173	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
669	443	220	15	16	0	0|1|0	0|1|0	0|1|0	0	8	0
861	0	221	14	0	11	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	148	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1309	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
886	0	177	15	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	178	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	224	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	222	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
55	0	148	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
111	0	147	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
221	0	174	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	173	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	220	11	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	148	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	162	177	15	16	0	0|0|0	0|1|0	0|1|0	26	8	6
0	0	178	14	0	0	0|0|0	0|0|0	0|0|0	0	0	5
256	0	224	10	9	0	0|0|0	0|0|0	0|0|0	0	0	4
605	0	222	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
221	0	148	7	0	0	0|0|0	0|0|0	0|1|0	0	0	0
0	0	147	6	0	0	1|0|0	0|0|0	0|1|0	0	0	0
0	0	174	5	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	173	4	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	836	220	15	16	0	0|1|0	0|1|0	0|1|0	0	14	0
0	0	221	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	148	0	9	0	1|1|0	0|1|0	0|1|0	0	0	0
0	0	177	15	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	178	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	224	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	222	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	418	148	9	16	0	0|1|0	0|1|0	0|1|0	0	8	0
0	0	147	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	174	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	173	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	220	0	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	0	0	8	0|0|0	0|0|0	0|0|0	0	0	0
0	0	148	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
669	0	177	13	0	0	0|1|0	0|0|0	0|1|0	0	0	0
861	0	178	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	224	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1309	0	222	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
443	0	148	13	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	147	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	174	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	173	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
727	23	186	15	16	12	0|1|0	0|1|0	0|1|0	35	8	0
919	0	0	14	0	14	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	235	12	9	15	0|0|0	0|0|0	0|0|0	0	0	0
1367	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1116	0	279	13	16	14	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	16	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	9	9	12	0|0|0	0|0|0	0|0|0	0	0	0
558	0	236	11	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	237	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	233	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
215	235	278	15	16	0	0|1|0	0|1|0	0|1|0	31	8	0
919	249	23	14	0	11	0|0|0	0|0|0	0|0|0	0	0	0
1024	0	186	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
1367	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1116	0	236	15	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	237	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
70	0	186	11	0	0	0|1|0	0|0|0	0|1|0	0	0	0
140	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
279	0	233	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	235	278	11	16	0	0|1|0	0|1|0	0|1|0	29	8	0
0	0	23	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	8	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	236	15	16	0	0|0|0	0|1|0	0|1|0	0	0	6
0	0	237	14	0	0	0|0|0	0|0|0	0|0|0	0	0	5
512	0	282	10	9	0	0|0|0	0|0|0	0|0|0	0	0	4
